ENTER the residents file and the programs file, separated by a space
EXAMPLE: residents4000.csv programs4000.csv
INPUT  : 

lastname,firstname,residentID,programID,name
Pope,Journee,80871815,FMD,Family Medicine
Correa,Avah,11202059,PDT,Pediatrics
Levy,Kimberly,31175061,FMD,Family Medicine
Kennedy,Mira,74985400,FMD,Family Medicine
Marquez,Jamie,72341647,FMD,Family Medicine
Conley,Jianna,47058159,FMD,Family Medicine
Suarez,Lawson,50357430,FMD,Family Medicine
Casey,Frank,55646927,IMD,Internal Medicine
Cantrell,Ruben,23085919,FMD,Family Medicine
Walker,Zayden,93415969,IMD,Internal Medicine
Wong,Amelie,35734088,IMD,Internal Medicine
Nichols,Jasper,44431983,GSU,General Surgery
Arroyo,Camilla,93744720,FMD,Family Medicine
Spence,Livia,88147920,FMD,Family Medicine
Higgins,Paul,61860441,FMD,Family Medicine
Bean,Sonny,25772110,PDT,Pediatrics
Howard,Damir,13075009,FMD,Family Medicine
Sampson,Lyra,94063080,FMD,Family Medicine
McClure,Ahmir,39382427,FMD,Family Medicine
Kirby,Kamila,24280822,PSY,Psychiatry
Yoder,Jamie,15524680,FMD,Family Medicine
Pennington,Rogelio,61635797,PSY,Psychiatry
Johnson,Zoey,37817838,PSY,Psychiatry
Hensley,Yahir,39377292,PDT,Pediatrics
Bernal,Lola,91409970,IMD,Internal Medicine
Howard,Marco,17224121,FMD,Family Medicine
Huynh,Reuben,66740519,ANT,Anesthesiology
Miles,Beau,20323872,IMD,Internal Medicine
Hancock,Emery,62687916,GSU,General Surgery
Duke,Maurice,41511204,FMD,Family Medicine
McIntosh,Lionel,14470685,OPH,Ophthalmology
Medina,Kyler,99612944,FMD,Family Medicine
Lucero,Lochlan,43552848,IMD,Internal Medicine
Morrow,Jakob,41910893,FMD,Family Medicine
Bernal,Felicity,60995213,ANT,Anesthesiology
Church,Leyla,33669638,IMD,Internal Medicine
Kent,Etta,37322128,IMD,Internal Medicine
Buck,Oakleigh,61726231,FMD,Family Medicine
Leblanc,Harlow,93661212,OPH,Ophthalmology
Kennedy,Danna,49072826,IMD,Internal Medicine
Cherry,Oaklyn,24933261,FMD,Family Medicine
Barker,Paris,99877436,IMD,Internal Medicine
Petersen,Conor,94734458,FMD,Family Medicine
Kim,Blaze,15399621,PDT,Pediatrics
Preston,Florence,25574440,FMD,Family Medicine
Owen,Elyse,56001207,GSU,General Surgery
Middleton,Sergio,98219756,FMD,Family Medicine
Randolph,Magnolia,37525786,FMD,Family Medicine
Wang,Muhammad,94431071,FMD,Family Medicine
Henry,Boden,97357177,FMD,Family Medicine
Estes,Kamari,14524910,IMD,Internal Medicine
McCullough,Bella,90773042,IMD,Internal Medicine
Tang,Ethan,21259110,FMD,Family Medicine
Ellison,Kinsley,18117239,NRS,Neurosurgery
Clarke,Amias,34551915,FMD,Family Medicine
Chavez,Elora,19043317,FMD,Family Medicine
Bonilla,Dylan,62220338,PSY,Psychiatry
McKenzie,Jonas,14591923,CSU,Cardiac Surgery
Cunningham,Hadleigh,52161303,EMD,Emergency Medicine
Mullen,Kade,62010112,DMT,Dermatology
Sawyer,Regina,72168795,IMD,Internal Medicine
Marsh,Ryder,36058470,ANC,Anesthesiology - Clinician Investigator Program
Robinson,Milena,47896960,GSU,General Surgery
Johnston,Ayan,73977913,PSY,Psychiatry
O’Neal,Dior,66913815,FMD,Family Medicine
Guevara,Caleb,22682565,IMD,Internal Medicine
Boone,Maxton,91253935,FMD,Family Medicine
McKay,Jaiden,45720822,IMD,Internal Medicine
Horton,Brooke,37043064,FMD,Family Medicine
Cano,Wrenley,31693958,PSY,Psychiatry
Tran,Berkley,84882698,FMD,Family Medicine
Andrade,Lachlan,49855669,FMD,Family Medicine
Figueroa,Khalid,82976927,PSY,Psychiatry
Freeman,Amaris,42016914,GSU,General Surgery
McKenzie,Miley,73677863,PMR,Physical Medicine & Rehabilitation
Watts,Khalid,36818635,DRA,Diagnostic Radiology
Dalton,Cali,14821551,PSY,Psychiatry
McDaniel,Elijah,17098874,PSY,Psychiatry
Bryan,Kate,37018335,EMD,Emergency Medicine
Lopez,Tatum,44852288,GSU,General Surgery
Sellers,Whitley,91578469,NRO,Neurology
Hill,Ophelia,92969733,PSY,Psychiatry
Vaughan,Dorothy,25899603,FMD,Family Medicine
Vaughn,Miles,84963257,GSU,General Surgery
McClain,Felicity,44720289,IMD,Internal Medicine
Barber,Charlie,57967904,ANT,Anesthesiology
Blevins,Penny,10274582,FMD,Family Medicine
Cooper,Paityn,73394970,FMD,Family Medicine
Maddox,Audrey,34523403,FMD,Family Medicine
Dudley,Elian,42583530,ORS,Orthopedic Surgery
Enriquez,Zaria,95590223,FMD,Family Medicine
Thornton,Maximus,30163766,GSU,General Surgery
Norman,Adrianna,44220483,FMD,Family Medicine
Gillespie,Elijah,94913847,CSU,Cardiac Surgery
Mack,Alexia,67462003,DRA,Diagnostic Radiology
Gardner,Will,70491512,FMD,Family Medicine
Murray,Hakeem,37852053,DRA,Diagnostic Radiology
Flynn,Sasha,81040790,OBG,Obstetrics and Gynecology
Skinner,Cullen,92215820,EMD,Emergency Medicine
Walton,Maggie,20485210,FMD,Family Medicine
Watts,Bailee,49902111,FMD,Family Medicine
Hendricks,Lance,79795393,NRO,Neurology
Lyons,Cannon,66495140,PHP,Public Health and Preventive Medicine
Briggs,Anna,13665069,IMD,Internal Medicine
Villanueva,Keith,90718680,ANT,Anesthesiology
Fernandez,Crosby,66845203,DMP,Diagnostic and Molecular Pathology
Weeks,Dominik,26078308,ANT,Anesthesiology
Wolfe,Tessa,30308714,FMD,Family Medicine
Villarreal,Wes,78887998,FMD,Family Medicine
Davenport,Arian,89901054,FMD,Family Medicine
Hampton,Raelynn,23889593,ANT,Anesthesiology
Stewart,Quinn,71210565,NRO,Neurology
Boone,Annabella,18194585,NRO,Neurology
Lara,Eva,27805783,FMD,Family Medicine
Garner,Yusuf,58703915,IMD,Internal Medicine
Herrera,Benicio,39054476,FMD,Family Medicine
Rosario,Azrael,41539489,ANT,Anesthesiology
Cobb,Phoenix,52104491,PSY,Psychiatry
Solomon,Sloane,56199437,PDT,Pediatrics
McGee,Ruby,75111908,FMD,Family Medicine
Manning,Charlotte,25595467,MGG,Medical Genetics and Genomics
Rowe,Brian,15777934,PDT,Pediatrics
Blevins,Zoey,56038268,IMD,Internal Medicine
Chen,Addilynn,36808893,FMD,Family Medicine
Thornton,Sylvia,86721969,FMD,Family Medicine
Bradshaw,Naomi,51473559,FMD,Family Medicine
Cantu,Rocky,81592759,PSY,Psychiatry
Nixon,Ruby,40416450,FMD,Family Medicine
Quinn,Sterling,80569649,FMD,Family Medicine
Williamson,Cara,87232312,IMD,Internal Medicine
Griffith,Legacy,71354930,PDT,Pediatrics
Howe,Vada,36184841,FMD,Family Medicine
Alfaro,Langston,97394122,PMR,Physical Medicine & Rehabilitation
Barrera,Damien,81444290,IMD,Internal Medicine
Townsend,Madeleine,54370453,FMD,Family Medicine
Hensley,Sullivan,79771353,FMD,Family Medicine
Turner,Davion,34510155,IMD,Internal Medicine
McIntyre,Willie,19518721,FMD,Family Medicine
Dominguez,Cairo,61771940,FMD,Family Medicine
Dodson,Grey,22186002,PSY,Psychiatry
Vaughn,Alonzo,18771984,IMD,Internal Medicine
Walls,Kenzo,52387918,EMD,Emergency Medicine
Esquivel,Kenneth,29656973,IMD,Internal Medicine
Macdonald,Clay,53235387,FMD,Family Medicine
Cross,Bowen,80519940,FMD,Family Medicine
Strong,Jade,46931338,IMD,Internal Medicine
Haley,Remington,86004092,PSY,Psychiatry
Ramsey,Gabriela,28383708,IMD,Internal Medicine
Lin,Sutton,62573963,FMD,Family Medicine
Cuevas,Vanessa,30341594,FMD,Family Medicine
Perry,Foster,95377830,FMD,Family Medicine
Dyer,Hallie,61027141,DRA,Diagnostic Radiology
Bautista,Lucia,83889523,PSY,Psychiatry
Guerrero,Nathanael,40858738,FMD,Family Medicine
Warner,Scott,42037822,FMD,Family Medicine
Serrano,Apollo,30884196,ORS,Orthopedic Surgery
Kemp,Asher,40816559,FMD,Family Medicine
Doyle,Ryann,89365104,IMD,Internal Medicine
Short,Madden,93952596,ANT,Anesthesiology
Rojas,Rose,90288395,DRA,Diagnostic Radiology
Hahn,Daniel,50678320,FMD,Family Medicine
Underwood,Miracle,88009140,FMD,Family Medicine
Figueroa,Jane,40565099,PDT,Pediatrics
Pollard,Fiona,46756462,DRA,Diagnostic Radiology
Harrell,Brycen,62515961,IMD,Internal Medicine
Sanders,Kira,99670346,FMD,Family Medicine
Gonzalez,Zaylee,50652080,FMD,Family Medicine
Watts,Kaylie,92678840,FMD,Family Medicine
Gordon,Avi,72311535,OBG,Obstetrics and Gynecology
Medrano,Rowan,48483499,FMD,Family Medicine
Contreras,Jaxon,70739263,ANT,Anesthesiology
Moran,Lucia,41570313,FMD,Family Medicine
Patterson,Yousef,97977976,PDT,Pediatrics
Perry,Clementine,17196284,IMD,Internal Medicine
Bates,Malayah,92329324,FMD,Family Medicine
Manning,Marcos,88298974,FMD,Family Medicine
McLaughlin,Jimmy,21898083,IMD,Internal Medicine
Banks,Otis,91840494,FMD,Family Medicine
Shannon,Madeline,90701083,FMD,Family Medicine
Wyatt,Harleigh,26444805,IMD,Internal Medicine
McMillan,Spencer,78995149,IMD,Internal Medicine
Russo,Genevieve,47625185,DRA,Diagnostic Radiology
Duffy,Kyng,46274288,PDT,Pediatrics
Briggs,Justice,58879316,FMD,Family Medicine
Edwards,Gerald,41885782,IMD,Internal Medicine
Hall,Kelly,55654442,IMD,Internal Medicine
Golden,Lacey,41969793,PDT,Pediatrics
Boyd,Koda,84034312,FMD,Family Medicine
Day,Kyler,15977433,URO,Urology
Castillo,Marcos,40186173,FMD,Family Medicine
Lamb,Hope,85489175,FMD,Family Medicine
Parsons,Elliott,37254008,GSU,General Surgery
Nixon,Persephone,87267422,FMD,Family Medicine
Klein,Sawyer,91499322,IMD,Internal Medicine
Barr,Thea,41436201,FMD,Family Medicine
Baker,Aidan,91543843,ANT,Anesthesiology
Mills,Oakleigh,23086532,EMD,Emergency Medicine
Murray,Wilson,93215285,FMD,Family Medicine
Lawrence,Eddie,20045501,FMD,Family Medicine
Shah,Leland,48992891,FMD,Family Medicine
Hensley,Arianna,28020582,OPH,Ophthalmology
Blackwell,Ahmir,72802593,URO,Urology
Martin,Guadalupe,84636429,IMD,Internal Medicine
Ruiz,Tucker,68779077,FMD,Family Medicine
Hunt,Madilyn,34398871,FMD,Family Medicine
Correa,Oaklee,96629474,URO,Urology
Wiley,Issac,99816396,PMR,Physical Medicine & Rehabilitation
Peterson,Julia,78432742,FMD,Family Medicine
Stewart,Aron,37786698,IMD,Internal Medicine
Ramirez,Emery,34248422,GSU,General Surgery
Acosta,Russell,59047153,DMT,Dermatology
Villanueva,Brett,90450470,GSU,General Surgery
Aguirre,Ben,55856649,FMD,Family Medicine
McCall,Wesson,92223477,FMD,Family Medicine
Sanders,Aleah,27190110,FMD,Family Medicine
Phelps,Camden,32769177,DCP,Diagnostic and Clinical Pathology
Neal,Sylvia,14269728,FMD,Family Medicine
Richards,Ryleigh,72298968,IMD,Internal Medicine
Hendricks,Carmelo,99011647,FMD,Family Medicine
Harrison,Grant,66254465,FMD,Family Medicine
Mitchell,Anika,13650864,FMD,Family Medicine
Olson,Hattie,75466683,FMD,Family Medicine
Harvey,Zeke,42735794,IMD,Internal Medicine
Rogers,Deborah,31679723,IMD,Internal Medicine
Woods,Jaylee,14009154,FMD,Family Medicine
Pena,Bradley,12519905,FMD,Family Medicine
Bell,Nikolas,95741540,FMD,Family Medicine
Fox,Savannah,57984254,FMD,Family Medicine
Webb,Christian,94260051,FMD,Family Medicine
Archer,Major,30640232,URO,Urology
Koch,Catalina,34325925,IMD,Internal Medicine
Ramsey,River,68311237,ORS,Orthopedic Surgery
Schultz,Mary,88925198,OBG,Obstetrics and Gynecology
Guevara,Gary,73295761,IMD,Internal Medicine
Strong,Armani,13829543,NMD,Nuclear Medicine
Novak,Summer,38978152,FMD,Family Medicine
Lopez,Tiana,70662733,IMD,Internal Medicine
Randolph,Otto,89416194,FMD,Family Medicine
Golden,Francesca,90630585,GSU,General Surgery
O’Donnell,Laila,83228851,IMD,Internal Medicine
Walker,Nathalie,37937004,EMD,Emergency Medicine
Robertson,Alina,68210045,IMD,Internal Medicine
Bernard,Nylah,95562892,FMD,Family Medicine
Quintero,Issac,30894747,MMI,Medical Microbiology
Zimmerman,Ashlynn,38558878,DMP,Diagnostic and Molecular Pathology
Nunez,Eva,48999587,FMD,Family Medicine
Boyd,Arthur,79569370,IMD,Internal Medicine
Shepherd,Queen,21757313,IMD,Internal Medicine
Cantu,Alivia,44211392,IMD,Internal Medicine
Graves,Charley,77388677,NRO,Neurology
Hahn,Luis,97931299,IMD,Internal Medicine
Hull,Yasmin,97979567,FMD,Family Medicine
Mullins,Angela,28858008,OBG,Obstetrics and Gynecology
Hancock,Corey,88684608,FMD,Family Medicine
Compton,Marley,12011934,IMD,Internal Medicine
Rosales,Brady,23707768,IMD,Internal Medicine
Stokes,Katalina,99795439,GSU,General Surgery
Case,Keith,48435449,IMD,Internal Medicine
Gregory,Ronin,39686767,PDT,Pediatrics
Patton,Lionel,19283785,MMI,Medical Microbiology
Leal,Tyson,76043353,FMD,Family Medicine
Shepherd,Lainey,88669945,FMD,Family Medicine
Edwards,Joaquin,47364342,FMD,Family Medicine
Cervantes,Keegan,52544569,FMD,Family Medicine
Mann,Onyx,99751788,PDT,Pediatrics
Valenzuela,Samson,75909495,PSY,Psychiatry
Villanueva,Sara,20577915,FMD,Family Medicine
Stokes,Paige,20038705,FMD,Family Medicine
Wang,Lawrence,98233113,FMD,Family Medicine
Hayden,Samir,58766434,URO,Urology
Berry,Gianni,60066874,PDT,Pediatrics
Austin,Lucian,17757566,ANT,Anesthesiology
Hudson,Charles,87054640,FMD,Family Medicine
Joseph,Bronson,65951465,FMD,Family Medicine
Jacobson,Kylee,28598804,IMD,Internal Medicine
Coleman,Avalynn,36140336,PSY,Psychiatry
Salas,Cheyenne,91807857,FMD,Family Medicine
Yoder,Reyna,37102230,FMD,Family Medicine
Blanchard,Nasir,31797921,FMD,Family Medicine
Terrell,Itzel,25087911,PSY,Psychiatry
Barber,Melody,98713669,FMD,Family Medicine
Pineda,Aspyn,71264901,PDT,Pediatrics
Greer,Raelyn,12674419,DRA,Diagnostic Radiology
Wolfe,Abram,59002675,ANT,Anesthesiology
Quinn,Saoirse,41537285,ANT,Anesthesiology
Burns,Kenna,52278630,FMD,Family Medicine
Ortiz,Lennox,23670804,FMD,Family Medicine
Dunlap,Kenneth,21265719,FMD,Family Medicine
Romero,Genevieve,82568231,PHP,Public Health and Preventive Medicine
Bennett,Rene,58004411,VSU,Vascular Surgery
Roberson,Apollo,72101006,OBG,Obstetrics and Gynecology
Cox,Creed,23541118,DMT,Dermatology
Chambers,Mazikee,63139892,FMD,Family Medicine
Barton,Zakai,43723529,FMD,Family Medicine
Esparza,Cal,81756461,FMD,Family Medicine
Hamilton,Cyrus,42693015,GSU,General Surgery
Sandoval,Cannon,58102681,FMD,Family Medicine
Gonzalez,William,44928816,IMD,Internal Medicine
Hughes,Jasper,10775480,OBG,Obstetrics and Gynecology
Fletcher,Amara,67788451,PHF,Public Health and Preventive Family Medicine
Peterson,Louis,39386948,FMD,Family Medicine
Turner,Case,31077580,VSU,Vascular Surgery
Bowman,Dakota,33138828,OTO,Otolaryngology - Head and Neck Surgery
Dawson,Camden,55174615,IMD,Internal Medicine
Peck,Raelyn,43187167,FMD,Family Medicine
Summers,Ocean,80803162,IMD,Internal Medicine
Carroll,Lilah,48649216,FMD,Family Medicine
Stanton,Nova,44735994,FMD,Family Medicine
Joseph,Freyja,27497753,IMD,Internal Medicine
May,Fiona,44078653,FMD,Family Medicine
Williamson,Ryleigh,57955939,EMD,Emergency Medicine
Kent,Mario,70636945,NRO,Neurology
Munoz,Guadalupe,61479604,DRA,Diagnostic Radiology
Brady,Teagan,27543861,FMD,Family Medicine
Lawrence,Marlowe,88813152,PDT,Pediatrics
Cain,Natalie,27868269,FMD,Family Medicine
Burke,Margo,43994022,PSY,Psychiatry
Carr,Noel,32674591,FMD,Family Medicine
Roberts,Leonel,75275518,FMD,Family Medicine
Quintero,Stefan,34324376,FMD,Family Medicine
Leal,Kamdyn,79716187,GSU,General Surgery
O’Neill,Fletcher,38201789,IMD,Internal Medicine
Fuentes,Zendaya,50797639,PDT,Pediatrics
Liu,Nevaeh,25986959,FMD,Family Medicine
Harrell,Avery,44713923,PSY,Psychiatry
Medina,Westley,22909641,DRA,Diagnostic Radiology
Suarez,Noor,32556903,FMD,Family Medicine
Gibson,Rosalee,79575889,FMD,Family Medicine
Hanna,Conner,50727774,FMD,Family Medicine
Cain,Pierce,59987375,FMD,Family Medicine
Shelton,Everett,23187448,ANT,Anesthesiology
Khan,Miley,51310539,OPH,Ophthalmology
Mueller,Oakley,30695976,OBG,Obstetrics and Gynecology
Shannon,Santos,50505502,PMR,Physical Medicine & Rehabilitation
Mora,Blaze,18209688,FMD,Family Medicine
Moore,Andi,44036653,FMD,Family Medicine
Myers,Heath,68489351,PDT,Pediatrics
Holloway,Brendan,96472379,FMD,Family Medicine
Vega,Ainsley,92830482,FMD,Family Medicine
Barnes,Gustavo,65617112,FMD,Family Medicine
Parrish,Kaysen,56917131,FMD,Family Medicine
Whitehead,Victoria,67369465,FMD,Family Medicine
Rivera,Jayden,89223106,FMD,Family Medicine
Grimes,Phillip,51379700,FMD,Family Medicine
Dawson,Valeria,16054517,FMD,Family Medicine
Kirby,Theo,95065340,ANT,Anesthesiology
Ayers,Raiden,59364050,FMD,Family Medicine
Barr,Lucia,16259162,FMD,Family Medicine
Short,Araceli,34144357,OPH,Ophthalmology
Lee,Lennon,85137254,IMD,Internal Medicine
Sandoval,Ryan,45750971,FMD,Family Medicine
Norris,Cairo,71012532,FMD,Family Medicine
Rangel,Oakley,81944360,PDT,Pediatrics
Vaughn,Malakai,40317944,URO,Urology
Hunt,Ronan,76493790,FMD,Family Medicine
Avila,Wynter,97728592,OPH,Ophthalmology
Herring,Emmie,65770257,GSU,General Surgery
Sharp,Royce,24997715,IMD,Internal Medicine
Perez,Leonidas,62629884,FMD,Family Medicine
Solomon,Cameron,34099590,FMD,Family Medicine
Koch,Charles,18466452,FMD,Family Medicine
Friedman,Gabriel,13803550,PSY,Psychiatry
Solomon,Nelson,32403799,PDT,Pediatrics
Spence,Ernesto,58993841,FMD,Family Medicine
Booth,Devin,19371204,FMD,Family Medicine
Huber,Avah,93624422,IMD,Internal Medicine
Greene,Lane,48950879,PDT,Pediatrics
Strickland,Ashlynn,27482137,FMD,Family Medicine
Tucker,Olive,35846347,FMD,Family Medicine
Gross,Sabrina,32792827,FMD,Family Medicine
Stein,Maddison,87066292,IMD,Internal Medicine
Fernandez,Amani,61213047,IMD,Internal Medicine
Hunter,Aspyn,97661336,IMD,Internal Medicine
Rowe,Sebastian,42600430,CSU,Cardiac Surgery
Bell,Johanna,84013358,FMD,Family Medicine
Benjamin,Lincoln,53349068,FMD,Family Medicine
Avila,Andres,83074313,FMD,Family Medicine
Pena,Kenzie,39398176,FMD,Family Medicine
Wells,Briggs,82363701,PSY,Psychiatry
Finley,Nova,26504181,PDT,Pediatrics
Pitts,Karter,36900542,FMD,Family Medicine
Salas,Joyce,46339125,ORS,Orthopedic Surgery
Galvan,Jimena,87778078,PSY,Psychiatry
Salazar,Sara,85195997,IMD,Internal Medicine
Nixon,Rayan,99400168,NRO,Neurology
Mata,Deandre,32930779,IMD,Internal Medicine
Wolfe,Edison,61615850,MMI,Medical Microbiology
Acevedo,Veronica,21438022,FMD,Family Medicine
Hahn,Ruth,85655098,DRA,Diagnostic Radiology
Vang,Nathalia,58328347,IMD,Internal Medicine
Moyer,Ryann,52443820,IMD,Internal Medicine
McCullough,Wyatt,99222289,PDT,Pediatrics
Castillo,Harvey,82694487,EMD,Emergency Medicine
Donovan,Jane,39598298,IMD,Internal Medicine
Browning,Emmy,59350381,FMD,Family Medicine
Richards,Koda,11658812,IMD,Internal Medicine
Stevens,Keenan,94877110,FMD,Family Medicine
Jackson,Cruz,43017138,FMD,Family Medicine
Richmond,Elaine,96894505,FMD,Family Medicine
Mayer,Braelynn,39832963,FMD,Family Medicine
Riley,Kamari,56125229,FMD,Family Medicine
Roy,Alfred,58543130,PDT,Pediatrics
Stephens,Elliott,71494690,FMD,Family Medicine
Clark,Kyra,27635659,PSY,Psychiatry
Dunlap,Garrett,53628021,FMD,Family Medicine
Montoya,Blake,72242082,IMD,Internal Medicine
Collins,Bethany,47071808,FMD,Family Medicine
Wilkins,Royal,17268373,ORS,Orthopedic Surgery
Fuller,Rogelio,84991621,FMD,Family Medicine
Castillo,Nova,64284579,FMD,Family Medicine
Juarez,Kylee,59553007,FMD,Family Medicine
Richardson,Kinslee,47831499,FMD,Family Medicine
Short,Teresa,47992019,PMR,Physical Medicine & Rehabilitation
Carroll,Kimora,99628526,PMR,Physical Medicine & Rehabilitation
Arias,Crosby,28872188,IMD,Internal Medicine
Whitney,Elina,36129364,PDT,Pediatrics
Nichols,Jason,50777760,EMD,Emergency Medicine
Tanner,Hallie,84379369,FMD,Family Medicine
Arias,Alberto,25191092,IMD,Internal Medicine
Norris,Dakota,62798369,FMD,Family Medicine
Anderson,Ryan,44509600,PHF,Public Health and Preventive Family Medicine
Watts,Helen,12545814,FMD,Family Medicine
McCann,Dakari,47479227,FMD,Family Medicine
Walsh,Sadie,61910616,FMD,Family Medicine
Kline,Kyleigh,96001334,FMD,Family Medicine
Davenport,Murphy,82540048,NRS,Neurosurgery
Robertson,Rosie,28588968,EMD,Emergency Medicine
Curtis,Chaya,51316044,FMD,Family Medicine
Duarte,Zara,58984276,DRA,Diagnostic Radiology
Kramer,Makenzie,57781336,NRS,Neurosurgery
Enriquez,Lyanna,21610496,FMD,Family Medicine
Lloyd,Alan,74265878,IMD,Internal Medicine
Santana,Hugh,21757106,FMD,Family Medicine
Potter,Remington,31415214,FMD,Family Medicine
Rivera,John,28943782,GSU,General Surgery
Pruitt,Salvador,23396854,FMD,Family Medicine
Stout,Walter,97304743,IMD,Internal Medicine
Phan,Gracelyn,26809102,FMD,Family Medicine
Maxwell,Marisol,71391541,FMD,Family Medicine
Caldwell,Rudy,36580354,FMD,Family Medicine
Dejesus,Wyatt,14577430,FMD,Family Medicine
Escobar,Emmett,66918006,FMD,Family Medicine
Cherry,Khari,80220137,FMD,Family Medicine
Montes,Karen,39425667,PDT,Pediatrics
Brock,Braylee,43731434,OBG,Obstetrics and Gynecology
Lawson,Leif,56598712,DCP,Diagnostic and Clinical Pathology
Rice,Sarai,82740300,FMD,Family Medicine
Moss,Kylan,24058579,FMD,Family Medicine
Conley,Conor,61320592,PDT,Pediatrics
Nelson,Harlem,26110866,CSU,Cardiac Surgery
Foley,Zora,56430320,FMD,Family Medicine
Koch,Damir,49061004,FMD,Family Medicine
McGuire,Kaisley,34746453,FMD,Family Medicine
Oliver,Braylon,37020894,FMD,Family Medicine
Harrell,Alexis,90321107,FMD,Family Medicine
Ho,Jaylin,19777091,FMD,Family Medicine
Frederick,Laney,37723499,NRP,Neurology - Pediatric
Marshall,Ashlynn,80242511,PSY,Psychiatry
Crane,Dominick,91550515,FMD,Family Medicine
Love,Myles,23744877,IMD,Internal Medicine
Baxter,Paola,97090558,FMD,Family Medicine
Mahoney,Emiliano,48809635,EMD,Emergency Medicine
Pugh,Brinley,13698508,FMD,Family Medicine
Harding,Jaxen,81957460,FMD,Family Medicine
Vance,Foster,25211097,FMD,Family Medicine
Le,Sterling,46793699,FMD,Family Medicine
Robertson,Gracelyn,82086622,PSY,Psychiatry
Marquez,Ayaan,71118181,PDT,Pediatrics
Navarro,Wesson,43326839,OBG,Obstetrics and Gynecology
Torres,Jamir,80813985,FMD,Family Medicine
Bishop,Phoenix,62514629,FMD,Family Medicine
Estes,Aurelia,99181903,FMD,Family Medicine
Brandt,Zayd,42139059,PSY,Psychiatry
Cochran,Raylan,88756119,PDT,Pediatrics
Sutton,Claire,68997360,FMD,Family Medicine
Morris,Aaron,53465112,PSY,Psychiatry
Singleton,Lydia,58044805,FMD,Family Medicine
Horn,River,42880233,FMD,Family Medicine
Johns,Harold,33666752,MGG,Medical Genetics and Genomics
Strickland,Alisson,54952262,FMD,Family Medicine
Pope,Kaiser,30654307,IMD,Internal Medicine
Garrett,Lennon,61358259,FMD,Family Medicine
Abbott,Jacoby,42294924,URO,Urology
Ayers,Julius,11598418,PSY,Psychiatry
McBride,Kalel,27454017,OTO,Otolaryngology - Head and Neck Surgery
Nguyen,Mercy,43235495,IMD,Internal Medicine
Nichols,Everest,66569330,PDT,Pediatrics
Cano,Jaxson,47691581,DMP,Diagnostic and Molecular Pathology
Clayton,Kiana,31113978,URO,Urology
King,Talon,29491700,ORS,Orthopedic Surgery
Norman,Robert,75694252,OBG,Obstetrics and Gynecology
Harris,Avi,81204294,IMD,Internal Medicine
Hartman,Lorenzo,85829794,FMD,Family Medicine
Lindsey,Katalina,73039408,FMD,Family Medicine
Frank,Arturo,71820614,NRO,Neurology
Enriquez,Malachi,40968139,FMD,Family Medicine
Schultz,Brianna,54742283,FMD,Family Medicine
Bryant,Santana,44829016,FMD,Family Medicine
Roberts,Liam,93434792,FMD,Family Medicine
Lee,Abdiel,37975902,FMD,Family Medicine
Quintana,Augustus,78046862,IMD,Internal Medicine
Shelton,Guillermo,70658144,URO,Urology
Whitaker,Penny,41910033,NRO,Neurology
Esquivel,Richard,18267929,FMD,Family Medicine
Gross,Atreus,90759883,FMD,Family Medicine
Ingram,Reese,48073886,DRA,Diagnostic Radiology
