lastname,firstname,residentID,programID,name
Richmond,Atticus,98405810,FMD,Family Medicine
Pruitt,Harper,51469481,PMR,Physical Medicine & Rehabilitation
Webster,Bryce,82852111,URO,Urology
Henry,Ayla,61864093,DRA,Diagnostic Radiology
Chase,Hallie,79668718,FMD,Family Medicine
Perry,Lilian,48722140,OBG,Obstetrics and Gynecology
Bonilla,Riggs,45052958,IMD,Internal Medicine
Petersen,Rex,72504059,DRA,Diagnostic Radiology
Whitaker,Rory,55039525,FMD,Family Medicine
Walker,Raya,57449749,FMD,Family Medicine
Blankenship,Aidan,60426336,FMD,Family Medicine
Martin,Brooklyn,40744070,FMD,Family Medicine
Fox,Rene,59240884,FMD,Family Medicine
Diaz,Joseph,49802267,FMD,Family Medicine
Hart,Rosalee,19378313,ROC,Radiation Oncology
Morris,Samuel,88775712,GSU,General Surgery
Welch,Jianna,43597021,DMP,Diagnostic and Molecular Pathology
Perkins,Mack,79449930,IMD,Internal Medicine
Page,Mckenzie,38187146,PSY,Psychiatry
Willis,Egypt,79447378,EMD,Emergency Medicine
Jefferson,Dion,77716262,FMD,Family Medicine
Rojas,Dior,99865246,IMD,Internal Medicine
Wise,Bria,44901894,EMD,Emergency Medicine
Houston,Frankie,90090343,ANT,Anesthesiology
French,Aliya,87274502,FMD,Family Medicine
Austin,Keenan,69408742,OBG,Obstetrics and Gynecology
Chase,Onyx,93690225,ANT,Anesthesiology
Warner,Larry,70086528,OPH,Ophthalmology
Petersen,Danielle,15627428,PSY,Psychiatry
Rich,Naya,98115568,FMD,Family Medicine
Hall,Kamari,83814932,IMD,Internal Medicine
Ortiz,Elle,64167962,FMD,Family Medicine
Blackwell,Hayley,51108820,FMD,Family Medicine
Romero,Ronin,38083140,FMD,Family Medicine
Conway,Eddie,59293749,DCP,Diagnostic and Clinical Pathology
Palmer,Kayleigh,53234705,IMD,Internal Medicine
Knox,Dean,24087996,FMD,Family Medicine
Miller,Arjun,42439840,FMD,Family Medicine
Hogan,Kyng,80354039,FMD,Family Medicine
Stuart,Estrella,91700145,FMD,Family Medicine
Malone,Evelynn,46186892,FMD,Family Medicine
Burton,Nico,77395340,OBG,Obstetrics and Gynecology
Carlson,Rosalee,78427745,FMD,Family Medicine
Cline,Cora,57055809,PHF,Public Health and Preventive Family Medicine
Roth,Kaia,40605502,FMD,Family Medicine
Cantu,Danna,85454129,FMD,Family Medicine
Marsh,Iker,85364902,FMD,Family Medicine
Knight,Sutton,14505914,FMD,Family Medicine
Kim,Jimmy,55060087,FMD,Family Medicine
Harper,Brock,71095214,FMD,Family Medicine
Mullins,Harlem,46408006,FMD,Family Medicine
Larson,Bridget,10957448,FMD,Family Medicine
Hess,Ayla,54142668,IMD,Internal Medicine
Stevenson,Solomon,88593151,ANT,Anesthesiology
Peck,Amari,25317617,ORS,Orthopedic Surgery
Houston,Nova,73132974,IMD,Internal Medicine
Cross,Hank,92022920,ORS,Orthopedic Surgery
Wheeler,Piper,89883807,FMD,Family Medicine
Christensen,Kabir,54091730,URO,Urology
Stokes,Rey,93481039,FMD,Family Medicine
Stone,Reyna,52976697,FMD,Family Medicine
Flynn,Helen,30797144,FMD,Family Medicine
Gaines,Nolan,64556903,IMD,Internal Medicine
Barajas,Royalty,61964517,FMD,Family Medicine
Barnes,Charlotte,47413198,FMD,Family Medicine
Rogers,Everlee,54012589,DRA,Diagnostic Radiology
Wood,Omari,33270316,PSY,Psychiatry
Hunter,Harrison,74165303,PSY,Psychiatry
Russo,Desmond,42595400,ROC,Radiation Oncology
Magana,Kaiya,68942878,DMT,Dermatology
Rubio,Cassius,83909932,DMP,Diagnostic and Molecular Pathology
Villarreal,Justin,17516002,GSU,General Surgery
Enriquez,Kendra,76163469,ROC,Radiation Oncology
Johnston,Aniyah,23582275,FMD,Family Medicine
McIntosh,Quinn,15980191,FMD,Family Medicine
Butler,Amina,26996885,IMD,Internal Medicine
Best,Delaney,66784454,IMD,Internal Medicine
Young,Rene,68718065,OTO,Otolaryngology - Head and Neck Surgery
Tyler,Ben,91041900,EMD,Emergency Medicine
Fleming,Romina,45350554,PSY,Psychiatry
Macdonald,Clay,84575537,FMD,Family Medicine
Rose,Kira,62940557,FMD,Family Medicine
Herman,Savannah,90650231,FMD,Family Medicine
Pittman,Lilith,12473659,GSU,General Surgery
Pena,Louise,34039724,IMD,Internal Medicine
McBride,Georgia,95008868,FMD,Family Medicine
Ruiz,Zion,12220959,MGG,Medical Genetics and Genomics
Lyons,Graham,72347177,FMD,Family Medicine
Zamora,Artemis,76435570,FMD,Family Medicine
Glass,Leighton,51138725,DRA,Diagnostic Radiology
Knox,Brycen,22056011,FMD,Family Medicine
Livingston,Ephraim,11909285,GSU,General Surgery
Woods,Jaylen,62142926,FMD,Family Medicine
Soto,Juniper,62529778,IMD,Internal Medicine
McCullough,Angela,39364468,FMD,Family Medicine
Boyle,Andrew,23440770,FMD,Family Medicine
Moyer,Kennedy,44369908,IMD,Internal Medicine
Sawyer,Dean,37224632,FMD,Family Medicine
Sierra,Phoebe,39253145,FMD,Family Medicine
Gould,Dexter,88712096,ORS,Orthopedic Surgery
Mahoney,Jakob,47306717,IMD,Internal Medicine
Dougherty,Sierra,61196945,FMD,Family Medicine
Barrera,Allyson,57913957,FMD,Family Medicine
Dodson,Ryan,48383464,FMD,Family Medicine
Zavala,Stanley,46149245,PSY,Psychiatry
Wilkins,Zane,49812646,FMD,Family Medicine
Barton,Mina,29465853,FMD,Family Medicine
Nichols,Loretta,18564678,PSY,Psychiatry
Willis,Enoch,77692894,PSY,Psychiatry
Stewart,Holly,31406708,FMD,Family Medicine
Matthews,Mazikee,49797343,NMD,Nuclear Medicine
Santos,Lucy,61233479,FMD,Family Medicine
Whitehead,Jaziel,85866062,FMD,Family Medicine
Cantrell,Helen,56070653,DRA,Diagnostic Radiology
Cunningham,Valentino,79703187,FMD,Family Medicine
Austin,Alana,73725358,ANT,Anesthesiology
Buckley,Arjun,97347111,FMD,Family Medicine
Chandler,Skyla,59743051,IMD,Internal Medicine
Elliott,Keaton,87070123,PSU,Plastic Surgery
Park,Thiago,21014910,FMD,Family Medicine
Moon,Nathalia,29321057,FMD,Family Medicine
Peck,Ailani,37004829,PSY,Psychiatry
McDonald,Catherine,44697421,FMD,Family Medicine
Becker,Koa,51469108,FMD,Family Medicine
Glenn,Messiah,65065372,FMD,Family Medicine
Kennedy,Alondra,58982885,OBG,Obstetrics and Gynecology
Leal,Leia,33494761,OPH,Ophthalmology
Gates,Jayson,39407080,DMT,Dermatology
Campos,Dahlia,21620616,FMD,Family Medicine
Tanner,Aidan,13621533,FMD,Family Medicine
Christian,Turner,49957419,EMD,Emergency Medicine
Knight,Noemi,97232246,IMD,Internal Medicine
Martinez,Branson,91536954,FMD,Family Medicine
McKenzie,Jaziel,34497795,PDT,Pediatrics
Branch,Alisson,41130460,FMD,Family Medicine
Berg,Brixton,87677676,FMD,Family Medicine
Fox,Samson,74930588,FMD,Family Medicine
Roach,Serenity,42292284,URO,Urology
Diaz,Miriam,67123413,FMD,Family Medicine
Combs,Layton,45761871,FMD,Family Medicine
Warner,Aliyah,78371710,EMD,Emergency Medicine
Barron,Keanu,95066089,FMD,Family Medicine
Pruitt,Tru,56181245,PSY,Psychiatry
Preston,Elaine,10719818,GSU,General Surgery
Tran,Nash,12606892,IMD,Internal Medicine
Hardy,Harper,36988656,FMD,Family Medicine
Lim,Skylar,90500721,NRO,Neurology
Bridges,Sylvia,42554163,PDT,Pediatrics
Rodgers,Cullen,38386038,FMD,Family Medicine
Khan,Moises,67260180,NRO,Neurology
Welch,Lane,50645834,FMD,Family Medicine
Moss,Memphis,36191758,IMD,Internal Medicine
Rosario,Zechariah,77539325,FMD,Family Medicine
Miranda,Logan,28598127,PSY,Psychiatry
Wright,Zhuri,48812625,FMD,Family Medicine
Shelton,Ty,22520183,ROC,Radiation Oncology
Jennings,Talon,89291678,FMD,Family Medicine
Kelley,Della,39820370,IMD,Internal Medicine
Casey,Laila,15516201,IMD,Internal Medicine
Johns,Emily,86922543,IMD,Internal Medicine
Golden,Zion,37089267,FMD,Family Medicine
Stafford,Elliana,10142507,FMD,Family Medicine
Avalos,Makai,11542393,PSY,Psychiatry
Rodgers,Aila,51875850,IMD,Internal Medicine
Hansen,Jamie,77899872,IMD,Internal Medicine
Archer,Makenna,80094432,FMD,Family Medicine
McCoy,Khari,74972840,PSY,Psychiatry
Avery,Colson,47582322,IMD,Internal Medicine
Schwartz,Levi,13770201,FMD,Family Medicine
Lamb,Valery,33991744,URO,Urology
Meyer,Hadlee,10783436,DRA,Diagnostic Radiology
Ruiz,Brayan,34054053,FMD,Family Medicine
Solis,Milana,22827513,FMD,Family Medicine
Moss,Alora,30993499,FMD,Family Medicine
Valenzuela,Mitchell,90891021,NRO,Neurology
Ferguson,Finn,81184566,FMD,Family Medicine
Hubbard,Dangelo,92098501,URO,Urology
McCoy,Alistair,10936632,FMD,Family Medicine
Rivers,Kason,31063352,ANT,Anesthesiology
House,Iker,12640280,FMD,Family Medicine
Norris,Jad,70061731,OBG,Obstetrics and Gynecology
Spencer,Lennon,23877996,ANT,Anesthesiology
Rivers,Emmitt,54893148,NRS,Neurosurgery
Lopez,Paris,71406885,OBG,Obstetrics and Gynecology
Richard,Brodie,57404819,FMD,Family Medicine
Jenkins,Ethan,94768176,DMP,Diagnostic and Molecular Pathology
Johnson,Reese,41013908,OTO,Otolaryngology - Head and Neck Surgery
Huffman,Kaysen,93004497,NRO,Neurology
Cortes,Myra,37412127,IMD,Internal Medicine
Frazier,Flynn,11312526,FMD,Family Medicine
Lucero,Destiny,54559667,FMD,Family Medicine
Trujillo,Anders,49009029,IMD,Internal Medicine
Douglas,Harold,86858703,ORS,Orthopedic Surgery
Gonzales,Nadia,93836612,URO,Urology
Dawson,Dash,54439634,FMD,Family Medicine
Cruz,Hayes,65601454,FMD,Family Medicine
Knox,Oakley,65841875,PSY,Psychiatry
Compton,Layton,10951221,IMD,Internal Medicine
Costa,Kamryn,97729400,FMD,Family Medicine
Faulkner,Jaziel,42823218,IMD,Internal Medicine
ONeill,Melany,27042771,PSY,Psychiatry
Acevedo,Sawyer,32788978,FMD,Family Medicine
Owens,Leandro,68030754,PSU,Plastic Surgery
Dillon,Quinn,76259463,NMD,Nuclear Medicine
Cortes,Carl,25633239,IMD,Internal Medicine
Hunter,Leanna,90971827,DRA,Diagnostic Radiology
Garrett,Lennon,93175748,FMD,Family Medicine
McKay,Alfredo,10297514,ANT,Anesthesiology
Cardenas,Nehemiah,38143822,FMD,Family Medicine
Weaver,Ella,13368357,FMD,Family Medicine
Quintana,Oscar,43005296,IMD,Internal Medicine
Huynh,Kayson,92403345,FMD,Family Medicine
Zhang,Isabela,98990994,FMD,Family Medicine
Atkins,Kyler,75683768,PDT,Pediatrics
Walker,Beckham,24134384,IMD,Internal Medicine
Kelley,Ricardo,55761739,FMD,Family Medicine
Fitzgerald,Fallon,62670550,IMD,Internal Medicine
Rodgers,Kaydence,85828959,FMD,Family Medicine
Richard,Griffin,26984244,FMD,Family Medicine
Hines,Robin,65517205,FMD,Family Medicine
McIntyre,Karina,79013231,FMD,Family Medicine
Owen,Serenity,63744745,FMD,Family Medicine
Jackson,Aries,46839112,FMD,Family Medicine
Nixon,Lionel,16100120,IMD,Internal Medicine
Frye,Noe,32237541,FMD,Family Medicine
Henry,Bo,28248977,PHF,Public Health and Preventive Family Medicine
Tapia,Stefan,53435689,FMD,Family Medicine
Vazquez,Sariah,19145352,IMD,Internal Medicine
Marquez,Avery,17808320,FMD,Family Medicine
Patterson,Jaylin,72548724,OBG,Obstetrics and Gynecology
Montgomery,Sawyer,85110221,ANT,Anesthesiology
Payne,Angie,99218322,ORS,Orthopedic Surgery
Wolfe,Deborah,82557193,FMD,Family Medicine
Watson,Kelsey,12132292,PDT,Pediatrics
Reeves,Emberly,20991609,PSY,Psychiatry
Russo,Bishop,69196476,IMD,Internal Medicine
Hudson,Ocean,19857757,IMD,Internal Medicine
Bentley,Tristen,51483126,OTO,Otolaryngology - Head and Neck Surgery
Higgins,Alma,32501130,OBG,Obstetrics and Gynecology
Kelly,Ana,34998885,ANT,Anesthesiology
Hodges,Wynter,98209783,FMD,Family Medicine
Bartlett,Jimena,61467735,FMD,Family Medicine
Galindo,Graysen,85318580,FMD,Family Medicine
Savage,Corey,87830970,FMD,Family Medicine
Santana,Calvin,22564784,FMD,Family Medicine
Villanueva,Douglas,51452923,FMD,Family Medicine
Shannon,Madeline,63556968,IMD,Internal Medicine
Matthews,Finnegan,40729432,ANT,Anesthesiology
Spence,Trevor,66941024,FMD,Family Medicine
Hernandez,Yaretzi,98998446,OBG,Obstetrics and Gynecology
Fuentes,Johan,95849465,IMD,Internal Medicine
Bishop,Harlem,28575930,FMD,Family Medicine
Larson,Antonio,58329414,NRS,Neurosurgery
Kramer,Seven,76653548,FMD,Family Medicine
Chung,Damari,65473473,PDT,Pediatrics
Woods,Alina,89990014,IMD,Internal Medicine
Ortega,Kaitlyn,60210071,IMD,Internal Medicine
Brown,Arlo,72411627,FMD,Family Medicine
Baker,Jamal,50205797,FMD,Family Medicine
Vazquez,Paxton,29146594,DMT,Dermatology
Conway,Grady,62691292,FMD,Family Medicine
Williams,Salvatore,57483482,IMD,Internal Medicine
Wilkins,Milani,10286570,IMD,Internal Medicine
Freeman,Aya,57941706,EMD,Emergency Medicine
Fry,Dexter,83500147,GSU,General Surgery
Gray,Noah,40715983,FMD,Family Medicine
Lynn,Stevie,91240954,FMD,Family Medicine
Duncan,Luna,14140934,PSY,Psychiatry
Andrade,Bobby,38856848,ORS,Orthopedic Surgery
Barajas,Brandon,32132442,PSU,Plastic Surgery
Lester,Moises,43543324,FMD,Family Medicine
Gordon,Aileen,99806447,FMD,Family Medicine
Hickman,Juliette,29775023,IMD,Internal Medicine
Brock,Casen,66539015,FMD,Family Medicine
Barr,Journey,61984345,DRA,Diagnostic Radiology
Roach,Briar,70866670,FMD,Family Medicine
Friedman,Kiana,50168012,OBG,Obstetrics and Gynecology
Petersen,Amara,26837699,OBG,Obstetrics and Gynecology
Truong,Waverly,30487864,FMD,Family Medicine
Erickson,Bradley,72366974,IMD,Internal Medicine
Green,Gunner,51965345,FMD,Family Medicine
Fletcher,Annalise,98106806,FMD,Family Medicine
Novak,Natalia,19281451,FMD,Family Medicine
Sanders,Ainhoa,89733105,FMD,Family Medicine
Howe,Zayden,73599081,GSU,General Surgery
Kent,Lawrence,62516896,FMD,Family Medicine
Barry,Kiaan,11728294,EMD,Emergency Medicine
Mason,Jolene,20755909,FMD,Family Medicine
Stanley,Jerry,96210715,FMD,Family Medicine
Bryan,Lukas,83622590,FMD,Family Medicine
Page,Janelle,99084896,GSU,General Surgery
Pennington,Millie,88518773,GSU,General Surgery
Frye,Emmanuel,46545620,FMD,Family Medicine
Huffman,Kaliyah,28672550,EMD,Emergency Medicine
Greer,Colten,21644155,FMD,Family Medicine
Mullen,Henry,27768286,ORS,Orthopedic Surgery
Fox,Hattie,96076878,NRO,Neurology
Cox,Enoch,35827371,IMD,Internal Medicine
Barber,Raina,27133580,EMD,Emergency Medicine
Gregory,Mara,49022838,IMD,Internal Medicine
Bautista,Randy,54812529,FMD,Family Medicine
Bauer,Reginald,41378643,ROC,Radiation Oncology
Edwards,Kayden,31056732,DMP,Diagnostic and Molecular Pathology
Preston,Brett,29257387,FMD,Family Medicine
Huynh,Aleah,43669109,FMD,Family Medicine
Valencia,Valentina,59501445,FMD,Family Medicine
Small,Dariel,47524388,IMD,Internal Medicine
Bowman,Jamie,10678293,NMD,Nuclear Medicine
Sloan,Mckenzie,37554091,IMD,Internal Medicine
Andrews,Faith,61216881,FMD,Family Medicine
Ford,Morgan,36973240,IMD,Internal Medicine
Harrison,Alexis,22041600,PSY,Psychiatry
Herman,Annie,84497169,FMD,Family Medicine
Curtis,Adelynn,58740143,OPH,Ophthalmology
Cantu,Noa,62331668,IMD,Internal Medicine
Humphrey,Iker,98161016,IMD,Internal Medicine
Sawyer,Ledger,77747456,FMD,Family Medicine
Hill,Edgar,54361291,GSU,General Surgery
Farrell,Maci,49910505,IMD,Internal Medicine
Marks,Turner,87170322,FMD,Family Medicine
Barr,Micah,56043627,FMD,Family Medicine
Price,Dakari,37676409,GSU,General Surgery
Page,Isabella,79415242,PDT,Pediatrics
McCormick,Ty,80233206,FMD,Family Medicine
Haynes,Elodie,64401758,PDT,Pediatrics
Morrison,Darwin,82589454,OTO,Otolaryngology - Head and Neck Surgery
Bautista,Melody,40236578,FMD,Family Medicine
Boyle,Benjamin,82709024,FMD,Family Medicine
Bender,Mateo,42009866,FMD,Family Medicine
Salinas,Nicholas,39119205,EMD,Emergency Medicine
Mendoza,Ainhoa,69289494,MGG,Medical Genetics and Genomics
Sharp,Remy,44067020,FMD,Family Medicine
Ward,Koda,69049633,PSY,Psychiatry
Barr,Aziel,91553922,ANT,Anesthesiology
Atkinson,Capri,57557267,PSY,Psychiatry
Madden,Sage,61927739,FMD,Family Medicine
Hudson,Koa,66666789,VSU,Vascular Surgery
Patel,Zahir,77215466,FMD,Family Medicine
Valenzuela,Valeria,23378787,IMD,Internal Medicine
Ferguson,Mathias,23270930,NRO,Neurology
Rowland,King,83560937,FMD,Family Medicine
Stephens,Malachi,15195917,FMD,Family Medicine
Carey,Grace,99624594,FMD,Family Medicine
Vargas,Chloe,55355942,IMD,Internal Medicine
Christian,Miracle,18429661,OBG,Obstetrics and Gynecology
Olsen,Dante,99334210,FMD,Family Medicine
Weiss,Sofia,69790328,ORS,Orthopedic Surgery
Greene,Marisol,59364310,DMP,Diagnostic and Molecular Pathology
Valdez,Cassidy,95585086,FMD,Family Medicine
Blevins,Zoey,42996814,IMD,Internal Medicine
Vo,Crosby,66283031,EMD,Emergency Medicine
